0.000000	15000
0.000159	15000
0.000491	15000
0.000538	15000
0.000563	15000
0.001028	15000
0.001064	15000
0.001113	15000
0.001141	15000
0.002128	15000
0.002170	15000
0.002196	15000
0.002215	15000
0.003599	15000
0.003659	15000
0.003680	15000
0.005702	15000
0.005746	15000
0.005765	15000
0.007618	15000
0.007674	15000
0.007694	15000
0.010000	15000
0.010040	15000
0.010059	15000
0.012197	15000
0.012209	15000
0.012219	15000
0.014109	15000
0.014127	15000
0.014186	15000
0.015104	15000
0.015122	15000
0.015134	15000
0.018743	15000
0.018763	15000
0.018775	15000
0.018789	15000
0.019540	15000
0.019555	15000
0.019570	15000
0.022628	15000
0.022640	15000
0.022650	15000
0.023711	15000
0.023722	15000
0.023732	15000
0.025040	15000
0.025052	15000
0.025062	15000
0.025071	15000
0.026659	15000
0.026671	15000
0.026680	15000
0.028401	15000
0.028414	15000
0.028424	15000
0.029998	15000
0.030034	15000
0.030064	15000
0.031636	15000
0.031651	15000
0.031663	15000
0.033322	15000
0.033345	15000
0.033355	15000
0.034626	15000
0.034645	15000
0.034657	15000
0.035658	15000
0.035672	15000
0.035682	15000
0.036676	15000
0.036689	15000
0.036697	15000
0.038629	15000
0.038651	15000
0.038663	15000
0.038672	15000
0.038681	15000
0.039344	15000
0.039356	15000
0.039365	15000
0.040373	15000
0.040400	15000
0.040411	15000
0.041686	15000
0.041698	15000
0.041708	15000
0.048639	15000
0.048653	15000
0.048665	15000
0.049664	15000
0.049693	15000
0.049706	15000
0.051145	15000
0.051158	15000
0.051168	15000
0.052554	15000
0.052568	15000
0.052593	15000
0.052602	15000
0.053897	15000
0.053919	15000
0.053929	15000
0.054969	15000
0.054980	15000
0.054988	15000
0.055755	15000
0.055766	15000
0.055774	15000
0.057097	15000
0.057112	15000
0.057120	15000
0.057904	15000
0.057917	15000
0.057925	15000
0.059176	15000
0.059203	15000
0.059213	15000
0.060697	15000
0.060711	15000
0.060719	15000
0.063201	15000
0.063213	15000
0.063221	15000
0.064707	15000
0.064721	15000
0.064730	15000
0.065799	15000
0.065811	15000
0.065819	15000
0.067705	15000
0.067718	15000
0.067727	15000
0.067736	15000
0.067745	15000
0.069839	15000
0.069854	15000
0.069864	15000
0.071017	15000
0.071029	15000
0.071039	15000
0.073207	15000
0.073218	15000
0.073227	15000
0.074845	15000
0.074857	15000
0.074865	15000
0.076211	15000
0.076223	15000
0.076232	15000
0.076240	15000
0.077700	15000
0.077710	15000
0.077719	15000
0.079518	15000
0.079528	15000
0.079536	15000
0.081137	15000
0.081147	15000
0.081156	15000
0.082500	15000
0.082511	15000
0.082520	15000
0.084062	15000
0.084073	15000
0.084083	15000
0.085753	15000
0.085762	15000
0.085772	15000
0.087956	15000
0.087966	15000
0.087975	15000
0.087984	15000
0.087991	15000
0.090327	15000
0.090342	15000
0.090351	15000
0.091847	15000
0.091859	15000
0.091866	15000
0.093756	15000
0.093765	15000
0.093770	15000
0.094792	15000
0.094804	15000
0.094811	15000
0.096847	15000
0.096858	15000
0.096866	15000
0.098724	15000
0.098734	15000
0.098739	15000
0.098745	15000
0.098751	15000
0.100671	15000
0.100682	15000
0.100691	15000
0.102669	15000
0.102681	15000
0.102689	15000
0.104339	15000
0.104350	15000
0.104359	15000
0.106068	15000
0.106079	15000
0.106094	15000
0.107674	15000
0.107685	15000
0.107694	15000
0.109212	15000
0.109223	15000
0.109232	15000
0.110894	15000
0.110907	15000
0.110918	15000
0.112500	15000
0.112513	15000
0.112523	15000
0.114229	15000
0.114242	15000
0.114251	15000
0.114259	15000
0.115550	15000
0.115561	15000
0.115571	15000
0.117455	15000
0.117468	15000
0.117476	15000
0.119241	15000
0.119251	15000
0.119260	15000
0.120825	15000
0.120837	15000
0.120846	15000
0.122932	15000
0.122943	15000
0.122952	15000
0.124408	15000
0.124418	15000
0.124426	15000
0.126021	15000
0.126030	15000
0.126040	15000
0.127963	15000
0.127972	15000
0.127981	15000
0.129799	15000
0.129809	15000
0.129818	15000
0.131489	15000
0.131499	15000
0.131508	15000
0.132736	15000
0.132746	15000
0.132756	15000
0.132766	15000
0.134140	15000
0.134152	15000
0.134160	15000
0.135870	15000
0.135883	15000
0.135891	15000
0.137849	15000
0.137861	15000
0.137869	15000
0.139460	15000
0.139471	15000
0.139480	15000
0.139488	15000
0.141825	15000
0.141837	15000
0.141845	15000
0.141892	15000
0.143463	15000
0.143474	15000
0.143482	15000
0.143491	15000
0.145393	15000
0.145405	15000
0.145415	15000
0.147300	15000
0.147310	15000
0.147319	15000
0.147327	15000
0.147335	15000
0.149555	15000
0.149567	15000
0.149577	15000
0.151144	15000
0.151153	15000
0.151162	15000
0.152580	15000
0.152591	15000
0.152600	15000
0.154087	15000
0.154097	15000
0.154107	15000
0.156199	15000
0.156211	15000
0.156220	15000
0.157504	15000
0.157516	15000
0.157525	15000
0.159313	15000
0.159324	15000
0.159333	15000
0.159338	15000
0.161413	15000
0.161425	15000
0.161433	15000
0.162840	15000
0.162849	15000
0.162854	15000
0.162860	15000
0.165208	15000
0.165218	15000
0.165227	15000
0.167094	15000
0.167104	15000
0.167113	15000
0.168555	15000
0.168566	15000
0.168576	15000
0.168585	15000
0.170404	15000
0.170415	15000
0.170424	15000
0.172405	15000
0.172416	15000
0.172425	15000
0.173311	15000
0.173324	15000
0.173336	15000
0.174716	15000
0.174728	15000
0.174737	15000
0.176097	15000
0.176110	15000
0.176120	15000
0.177937	15000
0.177949	15000
0.177959	15000
0.180043	15000
0.180055	15000
0.180065	15000
0.181787	15000
0.181798	15000
0.181808	15000
0.183431	15000
0.183443	15000
0.183454	15000
0.184743	15000
0.184755	15000
0.184765	15000
0.186830	15000
0.186844	15000
0.186856	15000
0.186864	15000
0.186874	15000
0.188747	15000
0.188773	15000
0.188784	15000
0.188793	15000
0.188800	15000
0.190704	15000
0.190715	15000
0.190725	15000
0.192185	15000
0.192195	15000
0.192204	15000
0.193663	15000
0.193674	15000
0.193682	15000
0.193689	15000
0.196153	15000
0.196166	15000
0.196175	15000
0.196182	15000
0.196191	15000
0.198476	15000
0.198487	15000
0.198497	15000
0.200258	15000
0.200268	15000
0.200277	15000
0.200286	15000
0.200293	15000
0.202541	15000
0.202553	15000
0.202561	15000
0.204285	15000
0.204296	15000
0.204303	15000
0.205704	15000
0.205715	15000
0.205724	15000
0.207592	15000
0.207600	15000
0.207605	15000
0.207611	15000
0.207617	15000
0.209465	15000
0.209477	15000
0.209490	15000
0.211258	15000
0.211269	15000
0.211278	15000
0.212943	15000
0.212955	15000
0.212976	15000
0.214956	15000
0.214967	15000
0.214976	15000
0.216651	15000
0.216662	15000
0.216671	15000
0.218211	15000
0.218221	15000
0.218231	15000
0.219646	15000
0.219658	15000
0.219668	15000
0.221357	15000
0.221375	15000
0.221386	15000
0.224095	15000
0.224108	15000
0.224117	15000
0.224124	15000
0.225679	15000
0.225693	15000
0.225703	15000
0.227751	15000
0.227767	15000
0.227777	15000
0.229406	15000
0.229421	15000
0.229432	15000
0.229445	15000
0.231764	15000
0.231785	15000
0.231799	15000
0.233913	15000
0.233943	15000
0.233954	15000
0.233963	15000
0.233972	15000
0.236464	15000
0.236476	15000
0.236488	15000
0.237899	15000
0.237909	15000
0.237918	15000
0.239875	15000
0.239887	15000
0.239898	15000
0.241403	15000
0.241416	15000
0.241426	15000
0.242840	15000
0.242852	15000
0.242861	15000
0.242870	15000
0.244101	15000
0.244112	15000
0.244123	15000
0.245734	15000
0.245746	15000
0.245756	15000
0.247604	15000
0.247623	15000
0.247633	15000
0.249314	15000
0.249328	15000
0.249339	15000
0.251370	15000
0.251396	15000
0.251406	15000
0.251414	15000
0.253388	15000
0.253400	15000
0.253408	15000
0.253416	15000
0.253425	15000
0.256288	15000
0.256299	15000
0.256309	15000
0.256318	15000
0.256327	15000
0.258376	15000
0.258386	15000
0.258394	15000
0.258403	15000
0.260521	15000
0.260533	15000
0.260542	15000
0.261952	15000
0.261964	15000
0.261973	15000
0.261980	15000
0.263932	15000
0.263943	15000
0.263951	15000
0.263960	15000
0.266006	15000
0.266016	15000
0.266026	15000
0.267790	15000
0.267799	15000
0.267808	15000
0.269172	15000
0.269182	15000
0.269191	15000
0.271210	15000
0.271222	15000
0.271229	15000
0.271234	15000
0.272899	15000
0.272911	15000
0.272919	15000
0.275062	15000
0.275074	15000
0.275081	15000
0.276634	15000
0.276645	15000
0.276653	15000
0.278500	15000
0.278512	15000
0.278520	15000
0.279510	15000
0.279521	15000
0.279528	15000
0.281633	15000
0.281644	15000
0.281652	15000
0.283018	15000
0.283029	15000
0.283037	15000
0.284900	15000
0.284911	15000
0.284920	15000
0.286729	15000
0.286739	15000
0.286747	15000
0.288759	15000
0.288807	15000
0.288816	15000
0.288825	15000
0.288833	15000
0.291000	15000
0.291011	15000
0.291020	15000
0.291028	15000
0.291036	15000
0.293209	15000
0.293219	15000
0.293227	15000
0.294920	15000
0.294930	15000
0.294939	15000
0.296666	15000
0.296676	15000
0.296685	15000
0.298010	15000
0.298021	15000
0.298029	15000
0.299529	15000
0.299539	15000
0.299548	15000
0.301634	15000
0.301647	15000
0.301658	15000
0.303288	15000
0.303315	15000
0.303326	15000
0.304871	15000
0.304882	15000
0.304897	15000
0.306848	15000
0.306860	15000
0.306872	15000
0.306882	15000
0.306889	15000
0.309141	15000
0.309166	15000
0.309179	15000
0.309190	15000
0.309197	15000
0.311163	15000
0.311175	15000
0.311183	15000
0.312753	15000
0.312765	15000
0.312773	15000
0.314128	15000
0.314142	15000
0.314149	15000
0.315716	15000
0.315727	15000
0.315734	15000
0.317446	15000
0.317456	15000
0.317465	15000
