0.000350	4178555
0.031158	5735042
0.053495	9759752
0.066678	9293834
0.080536	8551724
0.095565	7848650
0.111943	7327380
0.129509	6131931
0.150594	7299153
0.168214	5950925
0.189797	5462522
0.213337	6975377
0.231799	8096125
0.247683	7741651
0.264284	6515216
0.284011	6433302
0.303990	6640315
0.323313	6707280
0.342474	6512981
0.362217	6058405
0.383443	7013320
0.401814	10160011
0.414541	10427501
0.426879	10563525
0.439089	9660836
0.452393	5364920
0.476295	9970463
0.489207	8655990
0.504179	8654512
0.519075	7838053
0.535486	8617472
0.550462	8153420
0.566216	7229840
0.584007	6541572
0.603692	7126645
0.621694	9154479
0.635750	8875843
0.650246	9134614
0.664292	8403828
0.679623	6895035
0.698322	6810544
0.717202	7193262
0.735092	8599503
0.750061	8756941
0.764760	7857247
0.781108	6866844
0.799843	5364385
0.823822	6600652
0.843271	7121178
0.861304	5823019
0.883319	6638567
0.902696	7552436
0.919710	6965330
0.938185	6458301
0.958076	6333509
0.978361	6342012
0.998604	7447266
1.015867	7135797
1.033851	7754875
1.050383	6665928
1.069669	4578658
1.097738	4710125
1.124976	4476728
1.153680	4445425
1.182521	6593669
1.201991	7750089
1.218611	7123488
1.236664	5877460
1.258553	6864161
1.277217	6383303
